1|1|RANITIDINE BASE|
2|1|CHLORHYDRATE DE RANITIDINE|
3|1|PROMÉGESTONE|
4|1|MALÉATE D'ÉNALAPRIL|
5|1|ÉSOMÉPRAZOLE|
6|1|ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ|
7|1|DICLOFÉNAC SODIQUE|
8|1|FLUOROURACIL|
9|1|HYDROCHLOROTHIAZIDE|
10|1|VALSARTAN|
11|1|TARTRATE DE ZOLPIDEM|
12|1|TRINITRINE|
13|1|SOLUTION DE TRINITRINE|
14|1|FLUOXETINE BASE|
15|1|CHLORHYDRATE DE FLUOXÉTINE|
16|1|LACTULOSE|
17|1|POTASSIUM|
18|1|POTASSIUM (L-ASPARTATE DE)|
19|1|MAGNÉSIUM|
20|1|MAGNESIUM (ASPARTATE)|
21|1|FER|
22|1|FER (CITRATE DE) AMMONIACAL|
23|1|MAGNÉSIUM (SULFATE DE) DIHYDRATÉ|
24|1|MAGNÉSIUM (CARBONATE DE) LOURD|
25|1|CALCIUM ÉLÉMENT|
26|1|CALCIUM (CARBONATE DE)|
27|1|ASCORBIQUE (ACIDE)|
28|1|BIOTINE|
29|1|ACIDE PANTOTHÉNIQUE|
30|1|CALCIUM (PANTOTHÉNATE DE)|
31|1|NICOTINAMIDE|
32|1|CYANOCOBALAMINE|
33|1|PYRIDOXINE|
34|1|PYRIDOXINE (CHLORHYDRATE DE)|
35|1|RIBOFLAVINE|
36|1|PHOSPHATE SODIQUE DE RIBOFLAVINE|
37|1|THIAMINE|
38|1|ESTER PHOSPHORIQUE DU CHLORURE DE THIAMINE DIHYDRATÉ|
39|1|CEFTRIAXONE BASE|
40|1|CEFTRIAXONE SODIQUE|
41|1|PENTOXIFYLLINE|
42|1|DICHLORHYDRATE DE CÉTIRIZINE|
43|1|VALACICLOVIR|
44|1|CHLORHYDRATE DE VALACICLOVIR|
45|1|LAMOTRIGINE|
46|1|CHOLÉCALCIFÉROL|
47|1|CONCENTRAT DE CHOLÉCALCIFÉROL, FORME PULVÉRULENTE|
48|1|CARBONATE DE CALCIUM|
49|1|NITRATE D'ÉCONAZOLE|
50|1|PRAVASTATINE SODIQUE|
51|1|CHLORHYDRATE DE VÉRAPAMIL|
52|1|ACIDE CLAVULANIQUE|
53|1|CLAVULANATE DE POTASSIUM|
54|1|AMOXICILLINE ANHYDRE|
55|1|AMOXICILLINE TRIHYDRATÉE|
56|1|CLOPIDOGREL|
57|1|CHLORHYDRATE DE CLOPIDOGREL|
58|1|MÉLOXICAM|
59|1|CHARBON ACTIVÉ|
60|1|HEPARINE CALCIQUE|
61|1|CHLORHYDRATE DE TRAMADOL|
62|1|PARACÉTAMOL|
63|1|OLANZAPINE|
64|1|BENZOCAÏNE|
65|1|HEXACÉTONIDE DE TRIAMCINOLONE|
66|1|CÉFALEXINE|
67|1|QUINAPRIL BASE|
68|1|CHLORHYDRATE DE QUINAPRIL|
69|1|MOLSIDOMINE|
70|1|ENOXAPARINE SODIQUE |
71|1|MACROGOL 4000|
72|1|DIOSMINE|
73|1|TOPIRAMATE|
74|1|LOPERAMIDE BASE|
75|1|CHLORHYDRATE DE LOPÉRAMIDE|
76|1|PANCREAS (POUDRE DE)|
77|1|GRAINE D'ISPAGHUL|
78|1|FLUCONAZOLE|
79|1|INTERFERON ALFA-2B |
80|1|KAOLIN LOURD|
81|1|INDAPAMIDE|
82|1|CANDÉSARTAN CILEXÉTIL|
83|1|TRIAMCINOLONE (ACÉTONIDE DE)|
84|1|SALICYLIQUE (ACIDE)|
85|1|MALEATE DE PIRISUDANOL|
86|1|VIRUS DE L'HEPATITE A SOUCHE GBM INACTIVE ADSORBE |
87|1|MÉTHYLPREDNISOLONE|
88|1|MÉTHYLPREDNISOLONE (HYDROGÉNOSUCCINATE SODIQUE DE)|
89|1|KÉTOPROFÈNE|
90|1|FLUORURE DE SODIUM|
91|1|FAMOTIDINE|
92|1|BROMHYDRATE DE DEXTROMÉTHORPHANE|
93|1|MALÉATE DE CHLORPHÉNAMINE|
94|1|FENTANYL|
95|1|ALIZAPRIDE|
96|1|ALIZAPRIDE (CHLORHYDRATE D')|
97|1|CLOFIBRIDE|
98|1|SELENIUM|
99|1|SELENO LEVURE|
100|1|NEDOCROMIL BASE|
101|1|NÉDOCROMIL SODIQUE|
102|1|ACIDE FOLINIQUE|
103|1|FOLINATE DE CALCIUM|
104|1|PROZAPINE BASE|
105|1|CHLORHYDRATE DE PROZAPINE|
106|1|SORBITOL|
107|1|TRIAMTÉRÈNE|
108|1|AMOXICILLINE BASE|
109|1|MAGNÉSIUM (CARBONATE DE) LÉGER|
110|1|MAGNÉSIUM (HYDROXYDE DE)|
111|1|SODIUM (BICARBONATE DE)|
112|1|TITANE (DIOXYDE DE)|
113|1|PHOSPHATE TRICALCIQUE|
114|1|PREDNISOLONE|
115|1|MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE|
116|1|CHLORHYDRATE DE BÉNAZÉPRIL|
117|1|CÉFRADINE|
118|1|SOMATROPINE |
119|1|CARBOPLATINE|
120|1|CHLORHYDRATE DE NALBUPHINE|
121|1|LACIDIPINE|
122|1|MAUVE SAUVAGE (FEUILLE DE)|
123|1|FEUILLE DE SENE|
124|1|FEUILLE DE GUIMAUVE|
125|1|BOURDAINE|
126|1|CHLOROBUTANOL HÉMIHYDRATÉ|
127|1|SOLUTION DE DIGLUCONATE DE CHLORHEXIDINE|
128|1|ALFENTANIL|
129|1|ALFENTANIL (CHLORHYDRATE D')|
130|1|IBUPROFÈNE|
131|1|ROXITHROMYCINE|
132|1|VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE A/CALIFORNIA/7/2009 (H1N1) - SOUCHE DÉRIVÉE UTILISÉE (NYMC X-179A) |
133|1|ÉVÉROLIMUS|
134|1|THIOCOLCHICOSIDE|
135|1|IRBÉSARTAN|
136|1|INOSINE MONOPHOSPHATE DISODIQUE DIHYDRATÉ|
137|1|ACÉBUTOLOL BASE|
138|1|CHLORHYDRATE D'ACÉBUTOLOL|
139|1|BISMUTH|
140|1|BISMUTH (CAMPHOCARBONATE DE)|
141|1|CIPROFLOXACINE|
142|1|DOXORUBICINE (CHLORHYDRATE DE)|
143|1|ZOPICLONE|
144|1|VENLAFAXINE|
145|1|CHLORHYDRATE DE VENLAFAXINE|
146|1|TAZOBACTAM|
147|1|TAZOBACTAM SODIQUE|
148|1|PIPERACILLINE BASE|
149|1|PIPÉRACILLINE SODIQUE|
150|1|CEFAZOLINE BASE|
151|1|CÉFAZOLINE SODIQUE|
152|1|AZÉLASTINE|
153|1|AZÉLASTINE (CHLORHYDRATE D')|
154|1|CHLORHYDRATE DE DILTIAZEM|
155|1|CLOBENZOREX (CHLORHYDRATE DE)|
156|1|SILDÉNAFIL|
157|1|CITRATE DE SILDÉNAFIL|
158|1|PEG-INTERFERON ALFA-2B |
159|1|SUMATRIPTAN|
160|1|ACIDE NIFLUMIQUE|
161|1|VALGANCICLOVIR|
162|1|CHLORHYDRATE DE VALGANCICLOVIR|
163|1|MONTELUKAST ACIDE|
164|1|MONTÉLUKAST SODIQUE|
165|1|BLÉOMYCINE|
166|1|SULFATE DE BLÉOMYCINE|
167|1|ALPHA-TOCOPHÉROL (ACÉTATE D')|
168|1|BLE (GERME DE) (HUILE DE)|
169|1|TROXÉRUTINE|
170|1|HEPTAMINOL (CHLORHYDRATE D')|
171|1|GINKGO (EXTRAIT DE)|
172|1|FLUVASTATINE BASE|
173|1|FLUVASTATINE SODIQUE|
174|1|DOMPÉRIDONE|
175|1|LOSARTAN POTASSIQUE|
176|1|SULFADIAZINE ARGENTIQUE|
177|1|FLUMAZÉNIL|
178|1|NÉOMYCINE|
179|1|SULFATE DE NÉOMYCINE|
180|1|HYDROCOTYLE ( PARTIE AERIENNE D') (EXTRAIT SEC DE)|
181|1|ACÉTATE D'HYDROCORTISONE|
182|1|PRAMIPEXOLE BASE|
183|1|DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ|
184|1|ONDANSÉTRON|
185|1|CHLORHYDRATE D'ONDANSÉTRON DIHYDRATÉ|
186|1|CLORAZÉPATE DIPOTASSIQUE|
187|1|GANCICLOVIR|
188|1|GANCICLOVIR SODIQUE|
189|1|CHLORHYDRATE DE PROCAÏNE|
190|1|CLARITHROMYCINE|
191|1|GLYCÉROL|
192|1|CHLORHYDRATE D'ÉPIRUBICINE|
193|1|ACIDE ACÉTYLSALICYLIQUE|
194|1|CARBASALATE CALCIQUE|
195|1|BACTERIES (LYOPHILISAT DE)|
196|1|BÉTAMÉTHASONE|
197|1|BÉTAMÉTHASONE (PHOSPHATE DISODIQUE DE)|
198|1|DIPROPIONATE DE BÉTAMÉTHASONE|
199|1|FUROATE DE MOMETASONE|
200|1|SULTOPRIDE BASE|
201|1|CHLORHYDRATE DE SULTOPRIDE|
202|1|ADÉFOVIR|
203|1|ADÉFOVIR DIPIVOXIL|
204|1|DIHYDROERGOTAMINE (MÉSILATE DE)|
205|1|TÉMOZOLOMIDE|
206|1|GENTAMICINE|
207|1|SULFATE DE GENTAMICINE|
208|1|OXYCODONE (CHLORHYDRATE D')|
209|1|NICOTINE|
210|1|MONTMORILLONITE BEIDELLITIQUE|
211|1|PANTOPRAZOLE|
212|1|PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ|
213|1|DALTEPARINE SODIQUE |
214|1|RIFAMYCINE|
215|1|RIFAMYCINE SODIQUE|
216|1|ROTIGOTINE|
217|1|SULFATE DE CIPROFLOXACINE|
218|1|SIMVASTATINE|
219|1|ESTRADIOL|
220|1|ESTRADIOL HÉMIHYDRATÉ|
221|1|ACÉTATE DE FLÉCAÏNIDE|
222|1|ACIDE ALENDRONIQUE|
223|1|ALENDRONATE MONOSODIQUE TRIHYDRATÉ|
224|1|ATORVASTATINE|
225|1|ATORVASTATINE CALCIQUE|
226|1|LACTATE DE SODIUM ANHYDRE|
227|1|CHLORURE DE SODIUM|
228|1|CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ|
229|1|CALCIUM (CHLORURE DE) DIHYDRATÉ|
230|1|GLUCOSE ANHYDRE|
231|1|GLUCOSE MONOHYDRATÉ|
232|1|MÉQUINOL|
233|1|ESCITALOPRAM|
234|1|OXALATE D'ESCITALOPRAM|
235|1|ROPIVACAÏNE BASE|
236|1|CHLORHYDRATE DE ROPIVACAÏNE|
237|1|EUCALYPTUS (FEUILLE D') (POUDRE DE)|
238|1|ORNITHINE (CHLORHYDRATE D')|
239|1|TYROSINE|
240|1|PROLINE|
241|1|MÉTHIONINE|
242|1|TAURINE|
243|1|CYSTÉINE|
244|1|ARGININE|
245|1|GLUTAMIQUE (ACIDE)|
246|1|GLYCINE|
247|1|VALINE|
248|1|TRYPTOPHANE L|
249|1|THRÉONINE|
250|1|SÉRINE|
251|1|PHÉNYLALANINE|
252|1|LYSINE|
253|1|LEUCINE|
254|1|ISOLEUCINE|
255|1|HISTIDINE|
256|1|ALANINE|
257|1|ASPARTIQUE (ACIDE)|
258|1|CITALOPRAM|
259|1|BROMHYDRATE DE CITALOPRAM|
260|1|ROMARIN|
261|1|SÉNÉ (FEUILLE DE)|
262|1|BOLDO|
263|1|CÉFOTÉTAN|
264|1|CEFOTETAN SODIQUE|
265|1|DIMÉTICONE SILICE|
266|1|TESTOSTÉRONE|
267|1|ANASTROZOLE|
268|1|FLUOR ELEMENT|
269|1|SODIUM (MONOFLUOROPHOSPHATE DE)|
270|1|ADRÉNALINE|
271|1|TARTRATE D'ADRÉNALINE|
272|1|CHLORHYDRATE DE LIDOCAÏNE|
273|1|CARBAMAZÉPINE|
274|1|NYSTATINE|
275|1|ARTICHAUT (FEUILLE D') (EXTRAIT SEC DE)|
276|1|LÉVOTHYROXINE SODIQUE|
277|1|IODE|
278|1|IODURE DE POTASSIUM|
279|1|ALUMINIUM (ORTHOPHOSPHATE D')|
280|1|GOMME GUAR|
281|1|ALUMINIUM (OXYDE D') HYDRATÉ|
282|1|CYSTÉINE (CHLORHYDRATE DE) HYDRATÉ|
283|1|LYSINE (ACÉTATE DE)|
284|1|ORTHOSIPHON (EXTRAIT FLUIDE D')|
285|1|COBALT|
286|1|COBALT (PIDOLATE DE)|
287|1|MANGANESE|
288|1|MANGANESE (PIDOLATE DE)|
289|1|RISPÉRIDONE|
290|1|AZITHROMYCINE ANHYDRE|
291|1|AZITHROMYCINE MONOHYDRATÉE|
292|1|CHLORHYDRATE DE MORPHINE|
293|1|CITRATE DE FENTANYL|
294|1|CEFTAZIDIME ANHYDRE|
295|1|CEFTAZIDIME PENTAHYDRATÉE|
296|1|DIGLUCONATE DE CHLORHEXIDINE|
297|1|CHLORAMINE|
298|1|TERBINAFINE|
299|1|CHLORHYDRATE DE TERBINAFINE|
300|1|EPOETIN DELTA |
301|1|NICERGOLINE|
302|1|CHLORHYDRATE DE PYRIDOXINE|
303|1|LACTATE DE MAGNÉSIUM DIHYDRATÉ|
304|1|CHLORHYDRATE DE TAMSULOSINE|
305|1|SULFATE D'IOBENGUANE|
306|1|SULFATE D'IOBENGUANE [123 I]|
307|1|ROPINIROLE BASE|
308|1|CHLORHYDRATE DE ROPINIROLE|
309|1|TAMOXIFENE BASE|
310|1|TAMOXIFÈNE (CITRATE DE)|
311|1|CHLORHYDRATE D'ALFUZOSINE|
312|1|RISÉDRONATE MONOSODIQUE ANHYDRE|
313|1|GABAPENTINE|
314|1|POLYOSIDE(S) DE NEISSERIA MENINGITIDIS GROUPE Y|
315|1|POLYOSIDE(S) DE NEISSERIA MENINGITIDIS GROUPE W135|
316|1|POLYOSIDE(S) DE NEISSERIA MENINGITIDIS GROUPE C|
317|1|POLYOSIDE(S) DE NEISSERIA MENINGITIDIS GROUPE A|
318|1|INSULINE ASPARTE RECOMBINANTE ISOPHANE BIPHASIQUE |
319|1|CHLORHYDRATE DE MIDODRINE|
320|1|MALÉATE DE BROMPHÉNIRAMINE|
321|1|ACICLOVIR|
322|1|SERPOLET (HUILE ESSENTIELLE DE)|
323|1|PIN (HUILE ESSENTIELLE DE)|
324|1|TERPINOL|
325|1|CITRAL|
326|1|AMLODIPINE|
327|1|BÉSILATE D'AMLODIPINE|
328|1|IRINOTÉCAN|
329|1|CHLORHYDRATE D'IRINOTÉCAN TRIHYDRATÉ|
330|1|POVIDONE IODÉE|
331|1|DEXTRAN 40|
332|1|MÉCASERMINE RECOMBINANTE|
333|1|ISOTRÉTINOÏNE|
334|1|SPIRAMYCINE|
335|1|OXPRÉNOLOL (CHLORHYDRATE D')|
336|1|PÉRINDOPRIL|
337|1|PÉRINDOPRIL TERT-BUTYLAMINE|
338|1|AMPICILLINE BASE|
339|1|AMPICILLINE SODIQUE|
340|1|NILUTAMIDE|
341|1|ACÉTATE D'OCTRÉOTIDE|
342|1|BUPRÉNORPHINE|
343|1|CHLORHYDRATE DE BUPRÉNORPHINE|
344|1|NORFLOXACINE|
345|1|MALIQUE (ACIDE)|
346|1|HUILE DE SOJA RAFFINEE|
347|1|LÉCITHINE DE SOJA|
348|1|FÉNOFIBRATE|
349|1|AMCINONIDE|
350|1|POTASSIUM (GLYCÉROPHOSPHATE DE)|
351|1|CHLORURE DE POTASSIUM|
352|1|VASELINE|
353|1|PARAFFINE LIQUIDE LÉGÈRE|
354|1|FUROSÉMIDE|
355|1|CHONDROITINE (SULFATE DE) SODIQUE |
356|1|INSULINE LISPRO RECOMBINANTE |
357|1|ACARBOSE|
358|1|SACCHAROMYCES CEREVISIAE|
359|1|SULFATE DE MAGNÉSIUM HEPTAHYDRATÉ|
360|1|CHLORHYDRATE DE TICLOPIDINE|
361|1|CHLORHYDRATE DE THIAMINE|
362|1|DL-LYSINE (ACÉTYLSALICYLATE DE)|
363|1|BISOPROLOL (HÉMIFUMARATE DE)|
364|1|CITRATE DE PENTOXYVÉRINE|
365|1|CONCENTRAT DE VITAMINE A SYNTHÉTIQUE, FORME HUILEUSE|
366|1|BAUME DU PÉROU|
367|1|NIFUROXAZIDE|
368|1|IPROVÉRATRIL (CHLORHYDRATE DE)|
369|1|MÉSILATE DE DOXAZOSINE|
370|1|RÉPAGLINIDE|
371|1|TIANEPTINE SODIQUE|
372|1|TRICLOCARBAN|
373|1|CÉFUROXIME|
